"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2018","46","46019","Butte County (SD)","10,099","1,442","1,144","1,740","1,144 to 1,740","14.3","11.4","17.2","11.4 to 17.2","2,451","464","330","598","330 to 598","18.9","13.4","24.4","13.4 to 24.4","1,798","312","210","414","210 to 414","17.4","11.7","23.1","11.7 to 23.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,388","$41,949","$46,827","$41,949 to $46,827"
"2018","46","46021","Campbell County (SD)","1,369","149","114","184","114 to 184","10.9","8.3","13.5","8.3 to 13.5","211","28","20","36","20 to 36","13.3","9.3","17.3","9.3 to 17.3","152","21","14","28","14 to 28","13.8","9.0","18.6","9.0 to 18.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,737","$40,708","$50,766","$40,708 to $50,766"
"2018","46","46023","Charles Mix County (SD)","8,900","1,857","1,459","2,255","1,459 to 2,255","20.9","16.4","25.4","16.4 to 25.4","2,647","751","539","963","539 to 963","28.4","20.4","36.4","20.4 to 36.4","1,841","500","335","665","335 to 665","27.2","18.3","36.1","18.3 to 36.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,412","$43,903","$50,921","$43,903 to $50,921"
"2018","46","46025","Clark County (SD)","3,489","440","342","538","342 to 538","12.6","9.8","15.4","9.8 to 15.4","751","142","99","185","99 to 185","18.9","13.2","24.6","13.2 to 24.6","464","94","62","126","62 to 126","20.3","13.4","27.2","13.4 to 27.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,517","$43,367","$53,667","$43,367 to $53,667"
"2018","46","46027","Clay County (SD)","11,877","2,314","1,847","2,781","1,847 to 2,781","19.5","15.6","23.4","15.6 to 23.4","2,434","397","288","506","288 to 506","16.3","11.8","20.8","11.8 to 20.8","1,691","242","164","320","164 to 320","14.3","9.7","18.9","9.7 to 18.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,378","$41,359","$51,397","$41,359 to $51,397"
"2018","46","46029","Codington County (SD)","27,675","3,115","2,565","3,665","2,565 to 3,665","11.3","9.3","13.3","9.3 to 13.3","6,647","822","605","1,039","605 to 1,039","12.4","9.1","15.7","9.1 to 15.7","4,889","514","355","673","355 to 673","10.5","7.2","13.8","7.2 to 13.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,580","$50,162","$60,998","$50,162 to $60,998"
"2018","46","46031","Corson County (SD)","4,152","1,394","1,093","1,695","1,093 to 1,695","33.6","26.3","40.9","26.3 to 40.9","1,524","631","442","820","442 to 820","41.4","29.0","53.8","29.0 to 53.8","1,096","402","263","541","263 to 541","36.7","24.0","49.4","24.0 to 49.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,024","$30,693","$37,355","$30,693 to $37,355"
"2018","46","46033","Custer County (SD)","8,474","853","665","1,041","665 to 1,041","10.1","7.9","12.3","7.9 to 12.3","1,183","206","145","267","145 to 267","17.4","12.3","22.5","12.3 to 22.5","836","143","95","191","95 to 191","17.1","11.4","22.8","11.4 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,806","$52,893","$64,719","$52,893 to $64,719"
"2018","46","46035","Davison County (SD)","19,028","2,290","1,819","2,761","1,819 to 2,761","12.0","9.5","14.5","9.5 to 14.5","4,434","607","435","779","435 to 779","13.7","9.8","17.6","9.8 to 17.6","3,165","408","279","537","279 to 537","12.9","8.8","17.0","8.8 to 17.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,724","$46,863","$56,585","$46,863 to $56,585"
"2018","46","46037","Day County (SD)","5,365","820","662","978","662 to 978","15.3","12.4","18.2","12.4 to 18.2","1,237","224","158","290","158 to 290","18.1","12.8","23.4","12.8 to 23.4","956","153","102","204","102 to 204","16.0","10.7","21.3","10.7 to 21.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,023","$43,449","$52,597","$43,449 to $52,597"
"2018","46","46039","Deuel County (SD)","4,282","390","299","481","299 to 481","9.1","7.0","11.2","7.0 to 11.2","1,026","113","79","147","79 to 147","11.0","7.7","14.3","7.7 to 14.3","751","76","50","102","50 to 102","10.1","6.6","13.6","6.6 to 13.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,404","$49,720","$61,088","$49,720 to $61,088"
"2018","46","46041","Dewey County (SD)","5,865","1,514","1,225","1,803","1,225 to 1,803","25.8","20.9","30.7","20.9 to 30.7","2,197","678","507","849","507 to 849","30.9","23.1","38.7","23.1 to 38.7","1,428","453","327","579","327 to 579","31.7","22.9","40.5","22.9 to 40.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,942","$38,255","$45,629","$38,255 to $45,629"
"2018","46","46043","Douglas County (SD)","2,809","340","259","421","259 to 421","12.1","9.2","15.0","9.2 to 15.0","724","117","83","151","83 to 151","16.2","11.4","21.0","11.4 to 21.0","499","81","54","108","54 to 108","16.2","10.8","21.6","10.8 to 21.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,159","$49,719","$60,599","$49,719 to $60,599"
"2018","46","46045","Edmunds County (SD)","3,659","421","322","520","322 to 520","11.5","8.8","14.2","8.8 to 14.2","810","127","90","164","90 to 164","15.7","11.1","20.3","11.1 to 20.3","555","85","56","114","56 to 114","15.3","10.1","20.5","10.1 to 20.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,977","$53,302","$64,652","$53,302 to $64,652"
"2018","46","46047","Fall River County (SD)","6,549","850","653","1,047","653 to 1,047","13.0","10.0","16.0","10.0 to 16.0","1,149","227","160","294","160 to 294","19.8","13.9","25.7","13.9 to 25.7","873","156","103","209","103 to 209","17.9","11.9","23.9","11.9 to 23.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,782","$42,027","$51,537","$42,027 to $51,537"
"2018","46","46049","Faulk County (SD)","2,127","332","254","410","254 to 410","15.6","11.9","19.3","11.9 to 19.3","425","98","68","128","68 to 128","23.1","16.1","30.1","16.1 to 30.1","265","64","42","86","42 to 86","24.2","15.8","32.6","15.8 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,068","$44,187","$53,949","$44,187 to $53,949"
"2018","46","46051","Grant County (SD)","7,117","707","556","858","556 to 858","9.9","7.8","12.0","7.8 to 12.0","1,596","189","134","244","134 to 244","11.8","8.3","15.3","8.3 to 15.3","1,155","136","91","181","91 to 181","11.8","7.9","15.7","7.9 to 15.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,813","$54,176","$65,450","$54,176 to $65,450"
"2018","46","46053","Gregory County (SD)","4,149","686","534","838","534 to 838","16.5","12.8","20.2","12.8 to 20.2","972","205","146","264","146 to 264","21.1","15.1","27.1","15.1 to 27.1","701","137","91","183","91 to 183","19.5","12.9","26.1","12.9 to 26.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,583","$36,726","$44,440","$36,726 to $44,440"
"2018","46","46055","Haakon County (SD)","1,885","208","161","255","161 to 255","11.0","8.5","13.5","8.5 to 13.5","451","56","40","72","40 to 72","12.4","8.8","16.0","8.8 to 16.0","336","39","26","52","26 to 52","11.6","7.8","15.4","7.8 to 15.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,801","$45,939","$57,663","$45,939 to $57,663"
"2018","46","46057","Hamlin County (SD)","5,934","549","427","671","427 to 671","9.3","7.2","11.4","7.2 to 11.4","1,895","205","147","263","147 to 263","10.8","7.7","13.9","7.7 to 13.9","1,343","140","94","186","94 to 186","10.4","7.0","13.8","7.0 to 13.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,776","$63,244","$68,308","$63,244 to $68,308"
"2018","46","46059","Hand County (SD)","3,207","314","242","386","242 to 386","9.8","7.6","12.0","7.6 to 12.0","713","90","64","116","64 to 116","12.6","8.9","16.3","8.9 to 16.3","526","61","41","81","41 to 81","11.6","7.7","15.5","7.7 to 15.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,568","$47,082","$58,054","$47,082 to $58,054"
"2018","46","46061","Hanson County (SD)","3,197","280","215","345","215 to 345","8.8","6.8","10.8","6.8 to 10.8","853","110","76","144","76 to 144","12.9","8.9","16.9","8.9 to 16.9","609","76","50","102","50 to 102","12.5","8.2","16.8","8.2 to 16.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,772","$57,221","$70,323","$57,221 to $70,323"
"2018","46","46063","Harding County (SD)","1,224","131","100","162","100 to 162","10.7","8.2","13.2","8.2 to 13.2","265","26","18","34","18 to 34","9.8","6.8","12.8","6.8 to 12.8","182","18","12","24","12 to 24","9.9","6.5","13.3","6.5 to 13.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,017","$49,280","$60,754","$49,280 to $60,754"
"2018","46","46065","Hughes County (SD)","16,876","1,590","1,246","1,934","1,246 to 1,934","9.4","7.4","11.4","7.4 to 11.4","4,171","514","373","655","373 to 655","12.3","8.9","15.7","8.9 to 15.7","3,007","346","242","450","242 to 450","11.5","8.1","14.9","8.1 to 14.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$70,093","$63,798","$76,388","$63,798 to $76,388"
"2018","46","46067","Hutchinson County (SD)","6,843","784","594","974","594 to 974","11.5","8.7","14.3","8.7 to 14.3","1,547","264","184","344","184 to 344","17.1","11.9","22.3","11.9 to 22.3","994","182","120","244","120 to 244","18.3","12.1","24.5","12.1 to 24.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,434","$49,283","$59,585","$49,283 to $59,585"
"2018","46","46069","Hyde County (SD)","1,242","128","98","158","98 to 158","10.3","7.9","12.7","7.9 to 12.7","263","34","24","44","24 to 44","12.9","9.0","16.8","9.0 to 16.8","185","24","16","32","16 to 32","13.0","8.5","17.5","8.5 to 17.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,496","$47,191","$57,801","$47,191 to $57,801"
"2018","46","46071","Jackson County (SD)","3,268","1,070","856","1,284","856 to 1,284","32.7","26.2","39.2","26.2 to 39.2","1,088","453","338","568","338 to 568","41.6","31.1","52.1","31.1 to 52.1","738","281","196","366","196 to 366","38.1","26.6","49.6","26.6 to 49.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,122","$30,665","$37,579","$30,665 to $37,579"
"2018","46","46073","Jerauld County (SD)","1,936","280","213","347","213 to 347","14.5","11.0","18.0","11.0 to 18.0","412","86","60","112","60 to 112","20.9","14.5","27.3","14.5 to 27.3","288","58","38","78","38 to 78","20.1","13.0","27.2","13.0 to 27.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,689","$42,512","$52,866","$42,512 to $52,866"
"2018","46","46075","Jones County (SD)","924","122","93","151","93 to 151","13.2","10.1","16.3","10.1 to 16.3","202","48","34","62","34 to 62","23.8","16.8","30.8","16.8 to 30.8","147","34","22","46","22 to 46","23.1","15.2","31.0","15.2 to 31.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,609","$44,051","$55,167","$44,051 to $55,167"
"2018","46","46077","Kingsbury County (SD)","4,786","432","330","534","330 to 534","9.0","6.9","11.1","6.9 to 11.1","1,081","134","95","173","95 to 173","12.4","8.8","16.0","8.8 to 16.0","758","94","62","126","62 to 126","12.4","8.2","16.6","8.2 to 16.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,609","$49,937","$59,281","$49,937 to $59,281"
"2018","46","46079","Lake County (SD)","12,331","1,258","1,013","1,503","1,013 to 1,503","10.2","8.2","12.2","8.2 to 12.2","2,520","300","218","382","218 to 382","11.9","8.6","15.2","8.6 to 15.2","1,818","204","141","267","141 to 267","11.2","7.7","14.7","7.7 to 14.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,733","$56,032","$65,434","$56,032 to $65,434"
"2018","46","46081","Lawrence County (SD)","24,898","3,155","2,527","3,783","2,527 to 3,783","12.7","10.2","15.2","10.2 to 15.2","4,521","666","480","852","480 to 852","14.7","10.6","18.8","10.6 to 18.8","3,365","420","283","557","283 to 557","12.5","8.4","16.6","8.4 to 16.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,774","$47,241","$56,307","$47,241 to $56,307"
"2018","46","46083","Lincoln County (SD)","58,483","2,585","2,135","3,035","2,135 to 3,035","4.4","3.6","5.2","3.6 to 5.2","16,363","628","445","811","445 to 811","3.8","2.7","4.9","2.7 to 4.9","12,025","399","268","530","268 to 530","3.3","2.2","4.4","2.2 to 4.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$84,889","$76,485","$93,293","$76,485 to $93,293"
"2018","46","46085","Lyman County (SD)","3,768","794","615","973","615 to 973","21.1","16.4","25.8","16.4 to 25.8","1,097","334","238","430","238 to 430","30.4","21.6","39.2","21.6 to 39.2","746","224","152","296","152 to 296","30.0","20.3","39.7","20.3 to 39.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,429","$43,249","$51,609","$43,249 to $51,609"
"2018","46","46087","McCook County (SD)","5,332","514","395","633","395 to 633","9.6","7.4","11.8","7.4 to 11.8","1,461","194","137","251","137 to 251","13.3","9.4","17.2","9.4 to 17.2","1,058","134","90","178","90 to 178","12.7","8.5","16.9","8.5 to 16.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,913","$53,781","$66,045","$53,781 to $66,045"
"2018","46","46089","McPherson County (SD)","2,217","379","292","466","292 to 466","17.1","13.2","21.0","13.2 to 21.0","457","114","80","148","80 to 148","24.9","17.4","32.4","17.4 to 32.4","318","72","47","97","47 to 97","22.6","14.8","30.4","14.8 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,850","$35,477","$44,223","$35,477 to $44,223"
"2018","46","46091","Marshall County (SD)","4,901","587","448","726","448 to 726","12.0","9.2","14.8","9.2 to 14.8","1,036","187","130","244","130 to 244","18.1","12.6","23.6","12.6 to 23.6","643","125","81","169","81 to 169","19.4","12.6","26.2","12.6 to 26.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,862","$52,083","$61,641","$52,083 to $61,641"
"2018","46","46093","Meade County (SD)","27,478","2,309","1,767","2,851","1,767 to 2,851","8.4","6.4","10.4","6.4 to 10.4","6,384","735","523","947","523 to 947","11.5","8.2","14.8","8.2 to 14.8","4,846","493","331","655","331 to 655","10.2","6.9","13.5","6.9 to 13.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,524","$53,624","$65,424","$53,624 to $65,424"
"2018","46","46095","Mellette County (SD)","1,985","699","570","828","570 to 828","35.2","28.7","41.7","28.7 to 41.7","619","240","172","308","172 to 308","38.8","27.8","49.8","27.8 to 49.8","404","161","111","211","111 to 211","39.9","27.4","52.4","27.4 to 52.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,780","$29,157","$36,403","$29,157 to $36,403"
"2018","46","46097","Miner County (SD)","2,150","247","189","305","189 to 305","11.5","8.8","14.2","8.8 to 14.2","503","69","49","89","49 to 89","13.7","9.7","17.7","9.7 to 17.7","375","47","31","63","31 to 63","12.5","8.3","16.7","8.3 to 16.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,123","$44,704","$55,542","$44,704 to $55,542"
"2018","46","46099","Minnehaha County (SD)","186,994","18,035","15,898","20,172","15,898 to 20,172","9.6","8.5","10.7","8.5 to 10.7","48,143","4,741","3,765","5,717","3,765 to 5,717","9.8","7.8","11.8","7.8 to 11.8","33,435","2,819","2,063","3,575","2,063 to 3,575","8.4","6.1","10.7","6.1 to 10.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,033","$56,808","$63,258","$56,808 to $63,258"
"2018","46","46101","Moody County (SD)","6,473","644","503","785","503 to 785","9.9","7.7","12.1","7.7 to 12.1","1,665","190","135","245","135 to 245","11.4","8.1","14.7","8.1 to 14.7","1,174","128","86","170","86 to 170","10.9","7.3","14.5","7.3 to 14.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,392","$51,537","$63,247","$51,537 to $63,247"
"2018","46","46102","Oglala Lakota County (SD)","14,235","7,688","6,746","8,630","6,746 to 8,630","54.0","47.4","60.6","47.4 to 60.6","5,301","3,001","2,485","3,517","2,485 to 3,517","56.6","46.9","66.3","46.9 to 66.3","3,846","2,017","1,631","2,403","1,631 to 2,403","52.4","42.4","62.4","42.4 to 62.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,662","$28,148","$35,176","$28,148 to $35,176"
"2018","46","46103","Pennington County (SD)","109,301","14,567","12,602","16,532","12,602 to 16,532","13.3","11.5","15.1","11.5 to 15.1","25,103","4,831","3,960","5,702","3,960 to 5,702","19.2","15.7","22.7","15.7 to 22.7","17,911","3,189","2,572","3,806","2,572 to 3,806","17.8","14.4","21.2","14.4 to 21.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,738","$54,824","$62,652","$54,824 to $62,652"
"2018","46","46105","Perkins County (SD)","2,877","394","306","482","306 to 482","13.7","10.6","16.8","10.6 to 16.8","604","100","71","129","71 to 129","16.6","11.7","21.5","11.7 to 21.5","430","68","45","91","45 to 91","15.8","10.5","21.1","10.5 to 21.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,626","$51,917","$59,335","$51,917 to $59,335"
"2018","46","46107","Potter County (SD)","2,137","217","165","269","165 to 269","10.2","7.8","12.6","7.8 to 12.6","472","71","49","93","49 to 93","15.0","10.4","19.6","10.4 to 19.6","353","50","33","67","33 to 67","14.2","9.3","19.1","9.3 to 19.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,722","$48,791","$60,653","$48,791 to $60,653"
"2018","46","46109","Roberts County (SD)","10,209","2,173","1,779","2,567","1,779 to 2,567","21.3","17.4","25.2","17.4 to 25.2","2,914","904","702","1,106","702 to 1,106","31.0","24.1","37.9","24.1 to 37.9","1,995","609","454","764","454 to 764","30.5","22.8","38.2","22.8 to 38.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,709","$40,162","$49,256","$40,162 to $49,256"
"2018","46","46111","Sanborn County (SD)","2,325","299","228","370","228 to 370","12.9","9.8","16.0","9.8 to 16.0","555","101","71","131","71 to 131","18.2","12.9","23.5","12.9 to 23.5","373","68","45","91","45 to 91","18.2","12.1","24.3","12.1 to 24.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,874","$51,510","$58,238","$51,510 to $58,238"
"2018","46","46115","Spink County (SD)","6,187","781","620","942","620 to 942","12.6","10.0","15.2","10.0 to 15.2","1,331","222","164","280","164 to 280","16.7","12.3","21.1","12.3 to 21.1","958","149","106","192","106 to 192","15.6","11.1","20.1","11.1 to 20.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,590","$47,990","$53,190","$47,990 to $53,190"
"2018","46","46117","Stanley County (SD)","3,008","235","180","290","180 to 290","7.8","6.0","9.6","6.0 to 9.6","717","79","56","102","56 to 102","11.0","7.8","14.2","7.8 to 14.2","532","53","35","71","35 to 71","10.0","6.7","13.3","6.7 to 13.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$69,991","$62,623","$77,359","$62,623 to $77,359"
"2018","46","46119","Sully County (SD)","1,392","123","94","152","94 to 152","8.8","6.7","10.9","6.7 to 10.9","292","30","21","39","21 to 39","10.3","7.2","13.4","7.2 to 13.4","214","22","15","29","15 to 29","10.3","6.8","13.8","6.8 to 13.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,457","$53,218","$65,696","$53,218 to $65,696"
"2018","46","46121","Todd County (SD)","10,229","4,955","4,233","5,677","4,233 to 5,677","48.4","41.3","55.5","41.3 to 55.5","4,289","2,273","1,825","2,721","1,825 to 2,721","53.0","42.6","63.4","42.6 to 63.4","2,967","1,441","1,112","1,770","1,112 to 1,770","48.6","37.5","59.7","37.5 to 59.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,876","$28,288","$35,464","$28,288 to $35,464"
"2018","46","46123","Tripp County (SD)","5,341","1,061","847","1,275","847 to 1,275","19.9","15.9","23.9","15.9 to 23.9","1,248","361","271","451","271 to 451","28.9","21.7","36.1","21.7 to 36.1","864","260","191","329","191 to 329","30.1","22.1","38.1","22.1 to 38.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,710","$40,850","$50,570","$40,850 to $50,570"
"2018","46","46125","Turner County (SD)","8,248","775","613","937","613 to 937","9.4","7.4","11.4","7.4 to 11.4","2,019","222","162","282","162 to 282","11.0","8.0","14.0","8.0 to 14.0","1,501","157","110","204","110 to 204","10.5","7.4","13.6","7.4 to 13.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$62,792","$57,051","$68,533","$57,051 to $68,533"
"2018","46","46127","Union County (SD)","15,531","915","718","1,112","718 to 1,112","5.9","4.6","7.2","4.6 to 7.2","3,777","233","175","291","175 to 291","6.2","4.7","7.7","4.7 to 7.7","2,802","150","107","193","107 to 193","5.4","3.9","6.9","3.9 to 6.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$80,698","$73,969","$87,427","$73,969 to $87,427"
"2018","46","46129","Walworth County (SD)","5,422","812","627","997","627 to 997","15.0","11.6","18.4","11.6 to 18.4","1,311","250","178","322","178 to 322","19.1","13.6","24.6","13.6 to 24.6","914","165","111","219","111 to 219","18.1","12.1","24.1","12.1 to 24.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,394","$43,626","$53,162","$43,626 to $53,162"
"2018","46","46135","Yankton County (SD)","20,814","2,296","1,791","2,801","1,791 to 2,801","11.0","8.6","13.4","8.6 to 13.4","4,743","571","408","734","408 to 734","12.0","8.6","15.4","8.6 to 15.4","3,380","361","240","482","240 to 482","10.7","7.1","14.3","7.1 to 14.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,535","$50,885","$62,185","$50,885 to $62,185"
"2018","46","46137","Ziebach County (SD)","2,736","1,201","932","1,470","932 to 1,470","43.9","34.1","53.7","34.1 to 53.7","768","329","240","418","240 to 418","42.8","31.2","54.4","31.2 to 54.4","606","200","139","261","139 to 261","33.0","22.9","43.1","22.9 to 43.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,341","$28,823","$35,859","$28,823 to $35,859"
"2018","47","47000","Tennessee","6,603,092","1,003,055","982,886","1,023,224","982,886 to 1,023,224","15.2","14.9","15.5","14.9 to 15.5","1,477,551","322,616","311,705","333,527","311,705 to 333,527","21.8","21.1","22.5","21.1 to 22.5","1,078,129","215,957","206,366","225,548","206,366 to 225,548","20.0","19.1","20.9","19.1 to 20.9","393,520","100,821","95,777","105,865","95,777 to 105,865","25.6","24.3","26.9","24.3 to 26.9","$52,366","$51,884","$52,848","$51,884 to $52,848"
"2018","47","47001","Anderson County (TN)","75,291","12,433","10,386","14,480","10,386 to 14,480","16.5","13.8","19.2","13.8 to 19.2","15,769","3,450","2,589","4,311","2,589 to 4,311","21.9","16.4","27.4","16.4 to 27.4","11,838","2,251","1,552","2,950","1,552 to 2,950","19.0","13.1","24.9","13.1 to 24.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,672","$47,464","$53,880","$47,464 to $53,880"
"2018","47","47003","Bedford County (TN)","48,388","6,955","5,562","8,348","5,562 to 8,348","14.4","11.5","17.3","11.5 to 17.3","12,148","2,772","2,104","3,440","2,104 to 3,440","22.8","17.3","28.3","17.3 to 28.3","8,888","1,826","1,310","2,342","1,310 to 2,342","20.5","14.7","26.3","14.7 to 26.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,860","$45,538","$54,182","$45,538 to $54,182"
"2018","47","47005","Benton County (TN)","15,984","3,068","2,452","3,684","2,452 to 3,684","19.2","15.3","23.1","15.3 to 23.1","3,166","950","691","1,209","691 to 1,209","30.0","21.8","38.2","21.8 to 38.2","2,365","672","469","875","469 to 875","28.4","19.8","37.0","19.8 to 37.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,940","$36,244","$41,636","$36,244 to $41,636"
"2018","47","47007","Bledsoe County (TN)","12,097","3,235","2,585","3,885","2,585 to 3,885","26.7","21.3","32.1","21.3 to 32.1","2,150","753","570","936","570 to 936","35.0","26.5","43.5","26.5 to 43.5","1,555","544","406","682","406 to 682","35.0","26.1","43.9","26.1 to 43.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,195","$35,774","$44,616","$35,774 to $44,616"
"2018","47","47009","Blount County (TN)","128,927","12,816","10,519","15,113","10,519 to 15,113","9.9","8.1","11.7","8.1 to 11.7","25,988","3,502","2,474","4,530","2,474 to 4,530","13.5","9.5","17.5","9.5 to 17.5","19,517","2,495","1,678","3,312","1,678 to 3,312","12.8","8.6","17.0","8.6 to 17.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,939","$54,424","$61,454","$54,424 to $61,454"
"2018","47","47011","Bradley County (TN)","103,773","15,216","12,547","17,885","12,547 to 17,885","14.7","12.1","17.3","12.1 to 17.3","22,815","4,770","3,745","5,795","3,745 to 5,795","20.9","16.4","25.4","16.4 to 25.4","16,776","3,254","2,445","4,063","2,445 to 4,063","19.4","14.6","24.2","14.6 to 24.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,427","$47,770","$53,084","$47,770 to $53,084"
"2018","47","47013","Campbell County (TN)","38,919","8,392","6,600","10,184","6,600 to 10,184","21.6","17.0","26.2","17.0 to 26.2","7,971","2,219","1,582","2,856","1,582 to 2,856","27.8","19.8","35.8","19.8 to 35.8","5,830","1,513","991","2,035","991 to 2,035","26.0","17.0","35.0","17.0 to 35.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,443","$36,329","$42,557","$36,329 to $42,557"
"2018","47","47015","Cannon County (TN)","14,258","2,022","1,575","2,469","1,575 to 2,469","14.2","11.1","17.3","11.1 to 17.3","3,039","669","492","846","492 to 846","22.0","16.2","27.8","16.2 to 27.8","2,195","437","300","574","300 to 574","19.9","13.7","26.1","13.7 to 26.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,859","$47,540","$56,178","$47,540 to $56,178"
